employee_id,asset_id,assigned_date,return_date,location,status,condition,serial_number,model_number,warranty_expiration,maintenance_schedule,maintenance_last_date,maintenance_next_date
34,30,8/24/2022,6/6/2020,warehouse,active,refurbished,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,12/1/2022,quarterly,5/5/2021,9/16/2020
74,90,3/5/2021,9/1/2020,warehouse,inactive,refurbished,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,8/14/2025,quarterly,3/28/2020,5/18/2020
6,51,8/25/2022,10/8/2021,remote,active,refurbished,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,1/10/2030,quarterly,1/12/2022,7/14/2021
64,4,5/12/2021,5/18/2022,office,inactive,new,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,4/17/2023,monthly,12/24/2020,5/24/2022
28,54,7/15/2021,8/29/2020,office,pending,refurbished,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,2/6/2024,quarterly,10/20/2020,3/3/2021
18,89,10/18/2022,12/14/2021,office,active,new,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,11/14/2025,monthly,6/23/2022,5/1/2022
81,26,12/9/2021,5/29/2022,office,pending,refurbished,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,3/31/2022,quarterly,3/18/2020,11/10/2022
30,43,1/14/2021,8/19/2022,office,pending,new,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,12/27/2030,quarterly,10/3/2022,2/14/2022
10,12,3/26/2021,3/13/2021,remote,inactive,used,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,10/20/2023,quarterly,12/5/2022,3/3/2021
96,36,11/26/2020,5/3/2022,warehouse,pending,used,massa volutpat convallis morbi odio odio elementum eu interdum eu,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,5/6/2026,monthly,6/22/2021,1/13/2021
41,72,7/6/2022,8/22/2021,remote,pending,new,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,1/26/2025,quarterly,8/20/2020,2/29/2020
89,57,5/6/2020,12/12/2020,remote,inactive,refurbished,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,1/4/2027,quarterly,2/25/2022,7/10/2021
57,95,3/8/2020,2/24/2020,office,inactive,refurbished,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,9/19/2030,monthly,2/7/2020,9/5/2022
41,28,10/27/2021,11/30/2020,office,inactive,new,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,4/14/2026,annually,7/4/2020,8/21/2020
88,85,1/8/2020,12/14/2022,warehouse,active,new,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,12/31/2024,monthly,2/17/2022,12/23/2021
62,63,5/18/2022,11/12/2022,warehouse,pending,refurbished,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,3/16/2029,monthly,12/27/2022,9/25/2020
44,27,4/8/2022,5/18/2022,office,active,used,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,6/18/2025,annually,1/21/2020,5/29/2021
14,79,9/16/2022,2/8/2020,remote,active,refurbished,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,8/10/2029,monthly,11/30/2020,2/28/2022
24,84,1/8/2022,9/11/2021,remote,inactive,new,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,7/19/2027,monthly,6/25/2020,4/11/2020
63,88,3/13/2020,12/18/2020,warehouse,inactive,refurbished,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,3/5/2027,quarterly,6/25/2020,3/18/2022
10,67,6/19/2021,2/28/2021,office,inactive,new,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,8/31/2025,quarterly,7/10/2021,5/14/2020
54,5,5/11/2020,11/14/2021,warehouse,inactive,used,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,5/7/2022,monthly,5/11/2021,8/26/2020
59,34,1/14/2022,6/4/2022,office,inactive,new,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,lacinia aenean sit amet justo morbi ut odio cras mi pede,1/12/2028,monthly,1/4/2021,10/15/2021
35,11,5/7/2020,6/3/2020,remote,pending,used,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,pede justo lacinia eget tincidunt eget tempus vel pede morbi,9/22/2030,monthly,3/9/2020,10/2/2020
83,45,12/16/2021,4/7/2022,warehouse,pending,new,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,1/1/2023,annually,5/11/2020,9/6/2021
40,44,1/25/2020,5/5/2021,remote,inactive,new,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,10/17/2030,monthly,7/5/2020,10/6/2020
7,56,2/5/2021,7/28/2020,office,pending,refurbished,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,11/11/2028,annually,9/4/2022,7/19/2020
8,26,11/30/2021,7/9/2020,remote,active,new,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,11/16/2026,monthly,2/15/2020,9/16/2022
47,81,5/11/2020,12/7/2021,warehouse,inactive,refurbished,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,3/3/2029,quarterly,10/4/2021,3/5/2020
36,34,1/1/2020,7/15/2022,office,active,refurbished,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,1/22/2030,monthly,7/12/2021,8/18/2021
78,78,7/20/2020,11/20/2020,office,inactive,new,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,6/5/2030,quarterly,11/27/2022,4/20/2022
1,21,5/11/2022,3/27/2021,office,pending,refurbished,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,3/30/2028,monthly,7/25/2021,12/11/2020
78,69,9/26/2022,3/16/2020,warehouse,pending,new,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,6/8/2028,monthly,8/17/2021,7/20/2020
65,99,2/27/2022,6/22/2022,warehouse,inactive,new,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,10/28/2025,monthly,3/30/2020,1/20/2022
48,95,4/28/2022,10/8/2020,remote,active,used,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,5/11/2029,annually,12/11/2020,11/18/2020
47,91,5/16/2020,1/28/2020,remote,inactive,new,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,8/13/2028,monthly,8/26/2021,1/3/2020
51,25,4/21/2022,4/29/2020,office,pending,used,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,4/20/2024,quarterly,2/3/2021,10/6/2021
68,8,12/25/2020,7/4/2020,remote,pending,used,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,quam a odio in hac habitasse platea dictumst maecenas ut massa quis,11/4/2022,monthly,7/23/2021,6/14/2022
30,18,3/26/2022,10/24/2021,remote,pending,refurbished,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,6/5/2030,annually,3/10/2022,8/11/2020
53,64,3/12/2021,5/28/2020,remote,pending,refurbished,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,12/15/2024,monthly,10/11/2022,1/4/2021
35,91,3/25/2021,6/17/2020,remote,inactive,refurbished,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,5/29/2027,quarterly,6/26/2022,11/28/2021
77,58,5/10/2020,5/13/2022,remote,active,refurbished,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,6/3/2027,quarterly,7/24/2022,8/19/2020
46,28,2/25/2021,4/19/2020,remote,inactive,new,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,1/31/2026,annually,2/20/2022,7/27/2020
17,87,8/10/2021,4/1/2022,warehouse,active,new,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,9/27/2024,quarterly,3/31/2021,6/22/2020
96,80,6/21/2021,4/15/2020,office,pending,new,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,2/6/2028,monthly,12/11/2021,8/27/2021
37,100,11/27/2022,9/18/2021,remote,pending,used,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,6/1/2026,quarterly,3/1/2021,2/4/2022
26,29,6/27/2022,8/11/2020,office,pending,new,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,3/11/2023,quarterly,5/19/2020,9/18/2022
51,30,12/9/2020,10/10/2022,warehouse,pending,refurbished,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,lectus pellentesque at nulla suspendisse potenti cras in purus eu,9/5/2024,monthly,2/4/2020,4/6/2020
84,11,1/2/2022,5/14/2020,office,inactive,new,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,6/21/2022,annually,8/13/2022,3/26/2020
82,51,8/7/2020,7/26/2020,office,pending,refurbished,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,8/19/2028,annually,6/1/2021,4/1/2022
51,97,10/19/2022,8/19/2021,warehouse,pending,refurbished,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,justo eu massa donec dapibus duis at velit eu est congue,8/13/2029,monthly,12/28/2021,12/24/2020
62,35,2/15/2022,4/16/2022,warehouse,inactive,used,consequat in consequat ut nulla sed accumsan felis ut at dolor quis,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,1/31/2024,monthly,9/20/2022,11/11/2022
47,31,3/4/2022,6/27/2021,office,pending,refurbished,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,2/28/2027,annually,4/25/2021,7/31/2022
15,33,10/2/2022,10/10/2022,office,active,used,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,5/23/2027,quarterly,1/15/2021,8/7/2021
13,86,1/6/2020,4/5/2020,warehouse,pending,refurbished,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,1/2/2027,monthly,11/22/2020,11/1/2022
69,8,11/2/2022,7/21/2021,office,inactive,used,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,11/7/2030,monthly,5/1/2022,3/3/2020
19,73,5/27/2020,3/3/2021,remote,pending,new,tempus sit amet sem fusce consequat nulla nisl nunc nisl,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,1/9/2024,quarterly,2/3/2021,6/9/2021
23,57,3/4/2022,1/8/2020,office,active,refurbished,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,11/17/2023,monthly,4/3/2020,11/4/2022
66,56,5/3/2020,1/7/2020,remote,active,refurbished,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,5/12/2029,annually,4/26/2022,12/16/2021
26,14,11/10/2022,11/22/2021,remote,pending,refurbished,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,2/19/2030,quarterly,9/13/2022,12/22/2022
44,74,3/10/2020,3/27/2021,office,inactive,refurbished,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,6/18/2025,quarterly,6/24/2021,1/22/2021
4,36,3/9/2021,10/29/2022,remote,pending,new,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,donec dapibus duis at velit eu est congue elementum in,1/21/2025,annually,6/13/2022,1/26/2020
87,43,2/26/2021,3/5/2021,warehouse,pending,refurbished,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,3/12/2024,monthly,3/17/2021,4/22/2020
32,57,10/12/2022,6/19/2020,office,inactive,new,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,11/8/2026,monthly,1/9/2022,4/3/2021
80,71,12/6/2020,7/29/2020,remote,inactive,used,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,12/25/2029,quarterly,10/22/2021,10/2/2022
25,84,5/1/2020,4/5/2022,warehouse,inactive,used,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,1/31/2029,quarterly,12/29/2022,8/29/2021
50,21,2/14/2022,11/7/2020,remote,active,new,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,7/16/2030,annually,4/1/2021,11/9/2022
83,53,5/9/2021,4/19/2021,warehouse,active,new,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,tellus nulla ut erat id mauris vulputate elementum nullam varius,12/5/2026,annually,5/15/2020,6/18/2020
54,57,7/11/2021,10/12/2022,remote,inactive,new,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,5/28/2025,quarterly,5/18/2022,1/12/2021
100,9,1/9/2022,6/3/2020,remote,pending,used,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,5/15/2029,quarterly,12/20/2022,1/3/2022
8,8,4/26/2022,12/29/2021,warehouse,pending,used,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,7/26/2026,quarterly,10/27/2021,11/1/2020
45,35,4/2/2020,4/11/2022,warehouse,inactive,refurbished,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,8/4/2025,monthly,12/30/2020,4/11/2022
2,20,9/19/2020,9/21/2022,remote,pending,refurbished,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,10/17/2029,quarterly,12/22/2020,9/17/2022
66,88,6/27/2020,3/2/2021,office,inactive,refurbished,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,4/23/2028,quarterly,6/14/2021,3/3/2021
9,66,8/31/2021,1/30/2020,office,pending,refurbished,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,6/22/2022,annually,7/1/2020,1/28/2022
28,23,2/19/2021,3/13/2020,office,active,used,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,10/9/2026,monthly,5/16/2021,11/18/2021
75,93,8/9/2021,1/10/2022,office,pending,used,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,6/10/2028,annually,9/12/2022,12/27/2021
14,89,12/13/2021,2/20/2020,warehouse,inactive,new,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,3/31/2022,monthly,1/12/2022,7/7/2020
54,65,2/26/2021,4/7/2020,remote,active,refurbished,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,5/15/2025,quarterly,5/19/2021,6/2/2021
60,97,8/20/2022,3/24/2020,office,inactive,refurbished,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,2/3/2030,quarterly,11/13/2020,5/20/2020
70,35,5/2/2021,6/1/2020,warehouse,pending,refurbished,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,12/4/2026,annually,10/2/2020,5/21/2020
81,96,11/27/2022,7/23/2021,remote,inactive,new,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,12/12/2024,annually,6/22/2020,11/10/2020
42,19,11/23/2022,6/20/2020,remote,pending,used,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,2/25/2030,quarterly,9/20/2021,9/5/2020
88,39,9/20/2022,3/28/2022,office,active,refurbished,non mi integer ac neque duis bibendum morbi non quam nec dui,nam congue risus semper porta volutpat quam pede lobortis ligula sit,6/23/2026,annually,6/30/2021,12/9/2021
92,92,5/22/2021,4/25/2021,warehouse,inactive,used,mi in porttitor pede justo eu massa donec dapibus duis at velit,justo eu massa donec dapibus duis at velit eu est congue,4/17/2027,monthly,8/17/2020,3/14/2021
45,79,1/3/2022,2/22/2020,warehouse,pending,new,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,11/2/2030,annually,7/7/2020,8/27/2022
66,28,12/28/2020,8/20/2020,office,inactive,new,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,2/13/2025,quarterly,12/15/2021,5/9/2020
51,64,7/29/2020,7/29/2021,remote,pending,used,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,6/9/2023,quarterly,6/3/2020,3/23/2020
21,94,4/21/2021,2/13/2021,warehouse,inactive,used,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,11/7/2029,quarterly,7/22/2022,1/17/2022
20,26,4/11/2020,6/25/2021,remote,active,used,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,4/8/2026,quarterly,2/15/2022,7/6/2020
1,76,2/8/2021,9/11/2021,remote,pending,refurbished,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2/18/2022,quarterly,7/22/2021,4/24/2021
89,86,12/14/2021,9/26/2020,warehouse,active,used,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,5/28/2029,annually,6/12/2022,6/1/2021
32,11,6/1/2021,12/6/2022,remote,active,new,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,12/3/2029,annually,5/12/2022,3/15/2021
64,92,6/17/2020,5/11/2020,warehouse,inactive,refurbished,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,1/21/2029,quarterly,7/14/2021,12/27/2021
63,76,4/18/2021,5/25/2022,remote,inactive,used,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,4/11/2030,quarterly,8/19/2021,8/10/2022
89,34,1/26/2022,6/16/2021,office,inactive,used,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,10/6/2022,quarterly,3/17/2020,11/14/2021
90,31,6/17/2020,5/16/2020,warehouse,active,used,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,8/24/2024,quarterly,5/17/2020,2/26/2021
17,34,4/23/2020,2/14/2021,remote,active,refurbished,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,at nulla suspendisse potenti cras in purus eu magna vulputate luctus,2/20/2030,quarterly,4/3/2021,5/27/2021
8,8,7/28/2022,2/16/2020,remote,inactive,refurbished,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,12/5/2028,quarterly,3/15/2021,10/25/2021
86,13,1/5/2021,1/2/2020,office,active,new,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,11/16/2030,annually,6/15/2021,1/22/2020
61,11,7/10/2020,9/28/2020,office,active,new,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,3/2/2022,annually,10/22/2022,2/25/2020
