event_type,timestamp,device_type,interaction_duration,purchase_amount,location_latitude,location_longitude,customer_id,product_id
click,12/23/2003,mobile,2094,563.43,18.4355719,-69.9506496,45,61
interaction,7/15/2002,mobile,1003,987.5,41.6543565,0.6251541,929,98
purchase,4/10/2015,mobile,978,90.32,50.5368321,23.4027578,821,79
click,9/1/2024,tablet,521,994.19,-22.1037284,-43.2110663,604,98
click,9/11/2011,desktop,85,144.28,-9.5663,119.8145,249,94
purchase,9/22/2004,desktop,2027,611.18,49.0096906,2.5479245,964,65
interaction,4/16/2003,desktop,2760,832.03,-21.4649238,-47.0145295,568,44
purchase,2/11/2023,mobile,284,511.45,-22.8636192,-42.3336313,484,80
purchase,1/21/2000,desktop,3567,791.3,-7.4061863,109.6490516,333,3
view,9/8/2006,desktop,2903,902.0,-15.6014109,-56.0978917,156,42
view,12/31/2019,mobile,1390,540.46,27.0444171,31.3189319,661,87
interaction,6/12/2007,mobile,2020,439.98,-0.9233715,100.4547262,545,23
interaction,6/27/2016,desktop,745,250.55,29.139697,111.827018,689,54
click,10/5/2015,mobile,619,174.01,53.4835228,17.2120661,965,24
purchase,12/7/2011,mobile,1578,761.15,15.3972131,100.8677256,417,14
click,3/28/2004,desktop,2529,648.53,49.9833601,18.0435047,395,30
purchase,11/29/2018,mobile,2122,6.43,48.1164447,-1.7128603,569,3
interaction,4/19/2000,mobile,296,652.26,55.9240189,38.0011402,789,90
click,1/6/2007,mobile,1049,71.56,34.878483,113.277504,618,60
view,2/25/2006,tablet,900,777.03,14.5694528,121.0168115,289,84
view,1/21/2020,tablet,1387,80.93,-6.6,107.083333,723,26
view,8/2/2012,desktop,2750,177.8,52.2467948,87.1321485,377,31
click,11/13/2014,mobile,3035,569.92,-8.1916,123.7529,177,52
purchase,1/25/2018,mobile,621,504.58,41.516826,122.765409,473,72
purchase,7/7/2020,mobile,2665,438.46,43.8533322,25.9522679,196,20
view,8/12/2008,tablet,149,689.02,34.107815,108.602317,561,63
view,11/17/2022,mobile,1867,986.63,52.0130334,15.4233905,286,44
click,12/14/2020,desktop,747,460.11,23.358695,116.687155,869,45
purchase,1/7/2007,mobile,2080,129.33,31.363043,72.98757,932,79
click,7/6/2006,tablet,25,178.5,21.3057815,106.3846459,433,29
interaction,6/19/2008,desktop,995,762.35,-32.9127799,17.9946667,481,18
interaction,8/15/2015,mobile,3571,951.92,33.6232699,130.5263203,581,28
click,7/8/2011,mobile,2398,128.55,47.0165054,-68.1430064,465,53
purchase,3/15/2007,mobile,2189,416.97,37.2425649,111.8568586,543,40
purchase,8/6/2005,tablet,2713,20.31,30.387552,120.174895,886,97
purchase,3/7/2003,desktop,1840,375.6,41.8434818,21.1051021,470,85
purchase,5/22/2022,tablet,3298,762.57,50.8424855,33.1399988,36,19
click,7/16/2013,tablet,2220,534.35,39.630867,118.180193,611,11
click,12/19/2025,mobile,1904,577.88,-33.8880642,18.9591376,864,93
purchase,10/11/2023,mobile,1150,827.74,53.3326454,-1.4631269,145,64
interaction,1/7/2009,mobile,1521,747.9,43.8317876,4.3686291,806,76
view,8/1/2014,tablet,1822,856.19,20.9455701,-101.4423451,281,17
interaction,9/19/2004,tablet,477,932.49,42.4466457,19.8827002,698,44
click,6/15/2010,desktop,3112,927.19,45.9028599,3.95435,724,80
click,4/21/2022,tablet,1088,606.62,36.533333,69.016667,481,6
click,8/18/2001,mobile,2709,302.26,13.9123164,120.8483007,208,80
click,3/29/2005,tablet,1345,242.47,-19.5906483,-46.9442412,254,79
click,1/30/2025,mobile,1975,807.94,-27.4794141,-50.1236024,957,4
interaction,5/3/2008,desktop,3056,776.84,28.112525,112.989854,360,62
interaction,8/8/2023,mobile,1444,850.96,-23.5198964,-46.3408798,344,60
purchase,11/19/2006,desktop,2619,861.57,4.632147,-74.463014,238,1
view,7/1/2022,tablet,2538,314.51,27.817808,114.917346,42,72
interaction,4/21/2009,mobile,2052,359.82,15.933333,44.066667,744,23
click,9/12/2011,tablet,2919,517.37,38.6926647,-9.3466983,465,88
click,3/13/2019,mobile,2353,36.32,-6.8546403,107.4293388,264,14
interaction,8/21/2024,desktop,1013,803.53,51.2409432,33.2050521,90,30
click,9/22/2016,tablet,1530,305.1,59.4013379,17.9291325,668,39
view,5/25/2011,desktop,1495,268.61,27.9937685,120.6784858,859,89
interaction,2/8/2020,mobile,1476,503.3,-5.2450244,14.8571368,256,58
purchase,11/8/2012,mobile,3268,481.04,36.759507,110.632006,934,66
click,10/27/2018,tablet,289,735.68,31.231546,121.441639,275,50
view,11/11/2022,mobile,3060,296.43,14.3586387,120.9332234,625,60
view,1/23/2002,desktop,2392,810.2,-9.7089,124.2564,25,34
purchase,11/23/2007,mobile,302,147.51,40.5317434,44.7159759,5,72
click,2/1/2020,tablet,368,828.76,18.759886,-69.2607406,52,95
view,1/7/2008,mobile,2726,956.67,-10.4152155,-76.2356005,663,35
view,7/2/2014,tablet,1366,917.98,55.6613674,37.4429397,523,26
view,7/19/2000,tablet,576,322.02,41.7977426,-8.4531054,301,83
purchase,3/21/2015,mobile,1644,849.27,0.393611,34.305278,893,16
interaction,11/3/2017,mobile,2878,193.56,-9.591725,124.4530968,838,52
interaction,11/26/2002,tablet,35,748.92,11.8700773,51.0586345,713,45
interaction,2/11/2022,tablet,3486,663.0,36.3197441,139.7523465,397,56
click,11/18/2020,tablet,66,239.78,-25.2935305,-57.5793046,901,6
view,5/22/2006,mobile,2911,440.16,21.795522,109.825927,678,86
view,12/28/2009,desktop,1791,316.94,26.766695,105.431403,188,28
interaction,10/30/2001,mobile,622,585.71,48.465994,-67.4324153,988,89
interaction,10/11/2016,desktop,2177,889.31,0.636206,34.2782765,281,77
click,10/28/2011,mobile,1739,437.23,35.0900891,134.1994263,741,63
click,9/4/2015,desktop,3197,771.88,9.2209606,-74.4028287,144,43
view,5/2/2021,mobile,2979,715.96,41.815997,41.7838101,954,49
purchase,11/11/2007,mobile,2898,563.11,51.0845418,13.6458926,986,63
purchase,12/2/2008,mobile,3341,747.76,-22.96667,-53.66667,656,76
purchase,2/5/2024,desktop,234,50.99,35.9928004,37.0507676,745,90
interaction,7/26/2003,tablet,3398,265.49,59.2733875,17.8926893,65,83
interaction,8/14/2022,mobile,1715,455.16,46.1854516,30.3414908,753,73
click,4/29/2007,mobile,2863,918.4,46.0845,-71.9782415,7,34
click,12/5/2014,desktop,2326,706.51,-8.1306189,113.7603078,442,47
interaction,3/5/2006,tablet,268,813.07,37.7213799,-25.510372,618,90
interaction,3/11/2024,mobile,51,265.14,20.6482704,-75.9289046,523,69
click,11/17/2021,mobile,103,785.49,-6.8622047,111.6051176,241,3
click,4/19/2012,tablet,2225,157.08,12.8207931,-84.2002101,145,30
purchase,2/24/2014,mobile,256,840.5,13.541918,107.763621,266,21
click,9/5/2014,mobile,1920,338.92,17.7302207,121.4674111,189,56
click,6/28/2011,desktop,2287,131.42,41.5120612,-5.7415013,684,75
interaction,9/3/2017,tablet,463,666.73,-7.3032329,108.6591293,518,44
click,7/2/2021,tablet,495,66.13,19.543266,109.103413,403,16
purchase,8/10/2023,tablet,76,491.76,34.9556581,135.272163,16,56
purchase,7/24/2006,desktop,1425,717.12,-7.2575,112.7674,406,12
view,8/15/2014,desktop,671,117.5,34.074131,108.158909,902,72
click,10/4/2012,tablet,1162,507.86,15.613097,120.438477,517,47
click,11/11/2002,mobile,785,577.08,26.8118673,55.8913207,671,47
click,12/3/2016,mobile,2440,359.74,-6.8723784,107.5815795,306,70
view,4/29/2013,mobile,3489,970.76,43.5377269,6.464993,828,22
purchase,5/16/2018,mobile,3441,0.49,10.1985612,123.7192022,784,54
click,1/13/2009,mobile,194,153.35,-32.8916404,-60.7039167,86,45
click,12/1/2014,tablet,474,123.92,-21.1674808,46.5957488,45,55
purchase,1/16/2003,desktop,669,106.94,42.2278811,21.2568575,940,7
click,8/12/2000,tablet,345,226.46,57.8745672,56.0925161,499,53
purchase,12/21/2000,tablet,797,504.88,58.673928,17.105134,518,48
view,6/17/2023,desktop,3560,366.75,45.01,-93.65,788,96
interaction,2/28/2000,tablet,529,157.7,-22.1507823,166.8808338,450,67
click,6/27/2005,desktop,314,471.61,48.4959725,23.2844139,242,14
purchase,9/17/2016,mobile,1464,689.51,41.136319,-8.2053479,422,38
click,10/12/2014,mobile,2691,534.34,-6.9796136,110.4269535,485,59
interaction,11/7/2009,tablet,894,192.25,4.3139754,22.5498389,872,82
purchase,10/24/2010,tablet,2541,512.07,-7.2760371,107.6925674,67,1
purchase,10/7/2023,desktop,472,481.02,50.6286293,13.8637153,143,43
interaction,8/30/2008,desktop,2023,72.34,49.430258,17.8571512,428,62
click,9/10/2022,tablet,138,421.56,27.457067,120.642047,886,77
view,3/9/2024,tablet,849,475.61,45.7397125,4.8372255,177,28
purchase,9/28/2007,mobile,911,315.09,9.7441,125.535149,675,45
interaction,12/9/2015,mobile,1978,910.06,-10.6872332,-37.4329352,625,92
purchase,10/30/2017,mobile,701,211.35,41.3259342,-8.2754117,554,44
click,3/23/2017,mobile,3160,556.12,12.3198776,123.6895552,551,89
view,4/23/2011,mobile,3427,391.83,28.041005,110.814125,591,58
purchase,3/1/2024,tablet,3163,79.99,51.7550673,25.498235,152,32
click,5/11/2008,tablet,326,887.58,45.76468,-73.81156,502,76
view,7/26/2006,desktop,2436,723.46,32.654079,-5.9213829,912,30
interaction,2/21/2023,tablet,1190,149.98,14.211024,45.3868766,536,97
view,9/18/2010,desktop,1555,664.12,32.4289299,74.2728564,640,18
purchase,10/27/2016,desktop,3555,841.19,23.841237,110.47479,635,43
click,2/15/2024,mobile,760,819.03,57.3356106,60.1281665,126,66
interaction,8/6/2025,mobile,3014,199.72,11.8042973,15.8613233,851,75
purchase,11/21/2019,tablet,1453,926.09,40.9863643,45.3666914,212,91
click,5/27/2010,desktop,403,697.04,38.0572295,23.8336016,59,23
interaction,11/23/2011,mobile,3254,900.61,26.433417,110.856622,842,91
view,9/4/2007,mobile,1867,165.9,49.9742851,18.2638644,835,45
click,10/5/2007,mobile,1071,366.17,53.5866599,24.2503492,856,15
interaction,6/21/2005,desktop,3220,737.98,-15.8272432,-50.265662,162,91
view,2/5/2014,desktop,2842,495.45,23.24772,116.083951,650,88
purchase,10/10/2019,tablet,679,425.67,-9.9246703,-48.2592606,543,90
interaction,4/24/2019,desktop,2746,436.22,3.4481685,-76.1667807,18,75
interaction,9/9/2022,desktop,2623,318.37,45.8131644,14.3171319,786,29
view,3/27/2025,desktop,1488,503.95,39.9226488,-7.2372538,638,58
interaction,6/3/2019,tablet,197,442.13,-10.5182,121.7895,24,56
interaction,8/22/2001,mobile,2898,507.26,15.482806,120.6852664,712,100
click,7/25/2024,desktop,905,684.97,46.4232734,14.1113375,620,63
click,3/6/2014,desktop,219,271.95,56.0446874,99.5285704,220,75
view,3/30/2000,tablet,2012,787.69,-12.9018025,15.2458111,674,61
view,3/11/2007,desktop,2548,215.65,26.082873,103.187824,77,6
purchase,11/25/2020,desktop,2570,28.29,1.4403744,125.1216524,900,92
view,2/11/2006,mobile,720,593.92,31.926481,35.236911,870,30
interaction,9/19/2021,desktop,130,71.73,-21.563131,-51.2658432,637,92
click,5/15/2019,mobile,3038,406.39,45.8367628,5.2900333,670,63
purchase,4/1/2004,desktop,2745,55.93,45.621716,122.851029,502,12
interaction,5/23/2015,desktop,281,951.81,42.99082,46.632565,382,68
click,11/21/2019,desktop,1054,789.02,16.650007,103.889068,985,12
interaction,12/7/2017,desktop,3159,292.49,-7.0868507,107.5630511,893,23
purchase,7/28/2025,mobile,550,583.75,22.512308,110.079171,351,18
click,5/19/2000,desktop,1676,602.29,27.246947,114.702652,42,52
interaction,3/5/2024,tablet,2612,269.88,51.842821,109.906166,824,32
interaction,8/28/2005,tablet,667,723.23,40.5077508,-7.9582238,241,11
interaction,9/22/2021,mobile,1652,887.96,51.2688569,22.636336,803,66
click,10/22/2018,tablet,1562,89.51,-34.6893836,-58.5801516,348,100
purchase,5/7/2025,mobile,842,926.11,22.972973,113.561495,469,5
interaction,6/3/2021,desktop,2399,852.26,31.050715,118.858949,342,1
purchase,10/26/2018,mobile,131,987.97,39.3433574,117.3616476,652,13
click,8/26/2006,tablet,570,937.91,32.9401173,50.124088,51,73
view,7/24/2003,desktop,705,202.09,32.4626078,50.1292303,866,26
view,5/15/2023,desktop,3461,990.65,10.5308066,105.1609838,205,38
view,2/1/2001,tablet,896,844.54,38.0324108,114.6843819,309,52
view,6/26/2008,desktop,2170,335.76,27.402484,33.6511438,815,17
purchase,9/9/2013,desktop,138,302.73,57.227222,29.161111,777,80
interaction,10/7/2025,mobile,2528,427.18,9.85914,98.5940814,941,29
click,1/12/2020,mobile,3188,986.91,-26.8751803,-52.4040853,960,99
view,6/9/2009,mobile,2333,98.84,6.5999999,124.8499985,180,61
click,3/2/2005,mobile,1400,228.2,50.0994713,21.0432139,702,8
interaction,1/29/2018,mobile,1833,484.93,-7.347756,108.8818859,840,55
purchase,10/16/2018,mobile,2376,980.51,20.2281486,-77.2807423,766,9
purchase,11/19/2025,tablet,200,940.81,47.2550409,-1.5401497,186,52
click,5/11/2004,mobile,973,408.77,-6.6355378,106.8490872,841,77
view,8/11/2016,tablet,1161,373.39,23.254488,116.370159,891,67
view,8/8/2014,tablet,3338,231.46,40.576319,110.044106,614,49
view,2/20/2018,tablet,484,546.91,61.6614104,40.2019954,985,3
purchase,1/18/2014,tablet,1261,169.14,31.311376,120.627532,743,4
interaction,4/10/2015,tablet,319,142.54,52.5187305,15.2372386,720,20
purchase,12/31/2005,desktop,763,746.09,48.760482,16.9944668,191,56
click,3/3/2018,mobile,1327,725.17,41.6503132,19.620782,641,48
purchase,2/28/2004,mobile,2927,791.57,34.8917477,138.1627422,43,41
view,12/22/2006,mobile,3087,818.45,10.1334914,-65.4193115,510,67
click,11/17/2023,mobile,3256,297.97,18.3092599,-77.5246795,133,43
interaction,1/26/2007,tablet,2439,399.72,-13.28918,-75.318153,695,29
click,5/13/2025,mobile,3013,33.04,49.7053824,19.2911275,504,52
view,7/8/2024,mobile,251,166.61,51.3591174,112.484985,226,86
purchase,2/2/2024,mobile,1030,659.89,-8.271291,124.725037,448,99
click,3/19/2003,mobile,168,467.21,34.99562,103.053321,818,78
interaction,8/25/2000,tablet,2354,324.74,36.5122781,36.8653891,916,88
purchase,5/15/2019,mobile,3239,241.84,22.948016,113.366904,680,68
interaction,8/13/2021,desktop,2109,487.37,40.7530733,-73.8269805,431,34
click,8/11/2007,desktop,3527,100.72,58.0767446,11.8416522,451,28
interaction,4/2/2008,tablet,1925,433.26,13.751166,121.0645073,913,98
view,10/25/2004,tablet,175,35.4,15.8359591,104.4024704,226,57
interaction,12/28/2023,tablet,595,755.86,49.7769817,16.9194672,518,87
view,7/21/2020,desktop,3117,207.69,-6.97832,110.4088,12,28
purchase,2/25/2022,tablet,2541,403.47,-37.5059062,-72.6737875,657,21
click,6/30/2007,mobile,3440,157.87,32.69412,35.368513,705,15
click,8/5/2004,tablet,2209,407.38,24.84662,116.746096,484,61
click,12/7/2024,tablet,1164,649.0,38.3032384,23.7548814,35,66
view,9/27/2024,mobile,1222,798.5,35.2662059,36.7118971,101,92
view,7/30/2004,tablet,2686,663.12,14.436147,120.4901456,940,67
interaction,6/20/2013,tablet,2243,929.14,17.5971816,120.6096456,219,77
interaction,9/16/2002,mobile,806,159.88,54.4350153,18.3395929,109,37
purchase,7/4/2025,mobile,3483,122.19,44.3287491,-76.1635651,321,95
purchase,3/10/2006,mobile,2678,629.04,-10.5817,123.259,668,2
view,4/2/2001,tablet,118,632.61,50.3748498,17.9891121,761,57
purchase,5/15/2002,mobile,1324,162.76,18.178456,105.7028457,372,66
view,8/25/2007,tablet,1314,33.58,-7.1525924,111.8971017,754,71
purchase,7/2/2015,mobile,1954,626.25,64.8101062,25.987464,213,70
click,11/4/2019,mobile,679,290.61,55.10013,-105.28422,185,92
click,5/30/2016,mobile,610,949.16,49.2063442,15.5089055,454,71
purchase,1/4/2002,desktop,1289,145.59,25.7784224,-103.2605763,447,3
click,3/14/2003,tablet,1618,477.65,29.755129,111.370418,387,43
view,8/9/2025,desktop,946,355.23,36.307064,120.39631,975,16
view,1/13/2009,desktop,3133,535.31,0.556948,109.374802,536,99
interaction,8/29/2009,tablet,2853,313.97,50.1380318,13.9911619,842,97
view,2/2/2020,desktop,1450,937.42,-7.893728,110.1434668,906,29
view,5/19/2023,tablet,548,481.16,53.1257,47.2041,596,58
interaction,2/23/2015,mobile,1695,79.05,-8.5575745,116.5377213,482,93
interaction,9/17/2013,desktop,2503,875.29,0.0132035,109.3128909,812,20
interaction,3/6/2023,tablet,268,940.26,30.646759,111.276255,323,74
interaction,5/6/2006,desktop,131,882.89,51.6891738,94.5646653,605,89
interaction,6/23/2018,tablet,3373,614.55,37.8071796,23.9763412,882,17
interaction,1/25/2010,tablet,923,251.12,31.298974,120.585289,805,67
click,7/13/2020,desktop,186,154.0,36.628305,101.765843,105,89
interaction,12/20/2014,tablet,1295,945.66,48.6513092,-72.4519727,318,34
purchase,2/8/2014,tablet,3094,482.75,-16.361238,-46.900245,994,25
view,5/13/2006,desktop,1311,39.07,51.7774845,20.6971747,673,48
view,11/16/2012,mobile,4,176.39,40.842356,111.749995,42,80
purchase,9/29/2018,desktop,3473,186.09,16.7011823,121.5954324,568,67
view,9/5/2018,tablet,195,697.7,15.7015084,104.6448531,465,95
purchase,10/17/2014,desktop,3461,6.09,36.702014,117.646567,102,15
purchase,10/31/2018,tablet,2514,345.91,11.1402783,106.2757514,955,4
purchase,6/14/2021,desktop,2234,20.2,48.34016,123.337533,126,19
purchase,4/9/2005,mobile,2275,835.52,36.8665367,10.1647233,425,82
purchase,6/3/2000,tablet,2883,449.09,58.249304,57.783316,788,93
interaction,1/1/2019,mobile,2517,779.19,61.127495,23.0468306,296,16
click,2/17/2002,desktop,1978,240.82,41.0918152,19.5315193,519,80
click,6/30/2024,mobile,2305,276.27,42.717429,124.038125,197,8
click,1/28/2021,mobile,3371,935.7,50.5504089,20.418024,779,76
view,12/30/2018,desktop,2248,661.34,-10.8323027,-38.1899782,715,22
purchase,6/14/2000,desktop,1548,243.3,-11.2555478,-74.6394331,538,78
interaction,5/15/2015,desktop,872,433.14,-22.72125,27.31057,204,41
view,3/18/2000,tablet,935,61.13,-34.8512671,-58.6754654,598,18
click,7/8/2005,tablet,2180,295.05,29.649109,117.136252,789,75
view,7/16/2005,desktop,344,141.22,-17.8119748,-50.5981252,473,1
click,5/8/2010,desktop,167,354.79,54.3191956,62.5910092,353,43
interaction,12/5/2023,mobile,2434,695.09,62.930833,152.385,244,81
interaction,12/30/2008,desktop,2059,286.51,43.4945737,5.8978018,972,51
click,6/10/2020,tablet,3166,345.78,40.0480719,20.7528378,297,34
purchase,8/24/2004,tablet,1472,597.25,13.3475852,121.8847222,556,86
interaction,8/14/2019,tablet,3485,178.86,34.5553494,69.207486,799,61
view,11/23/2001,mobile,1676,470.75,30.917795,121.474042,206,84
purchase,11/12/2010,desktop,872,71.93,45.5599168,-73.2004857,781,67
purchase,3/6/2009,tablet,1965,861.84,10.3753838,123.9555544,336,25
interaction,10/3/2015,mobile,1767,634.21,36.4320046,127.3809362,286,23
click,7/19/2009,desktop,3237,102.91,41.364568,21.253752,352,96
view,12/20/2025,mobile,979,35.5,-22.3539973,47.8402601,54,44
purchase,2/4/2007,mobile,1569,706.62,49.8370072,13.5783393,366,33
click,3/16/2001,mobile,955,109.31,-17.6282228,18.6101405,463,4
interaction,2/18/2018,desktop,1361,480.13,5.075748,-75.964144,92,33
click,12/31/2006,tablet,497,365.53,35.580662,104.626282,426,35
interaction,3/22/2014,tablet,2035,439.52,10.4825247,105.4771084,693,18
view,8/21/2013,tablet,3114,545.6,32.2487226,54.0079341,90,87
interaction,6/25/2001,tablet,2208,82.49,50.0374431,20.888073,954,29
interaction,10/9/2005,mobile,1976,919.39,19.9093383,-102.1618424,673,84
view,4/12/2020,mobile,1364,348.22,-8.5316,121.26,64,49
purchase,4/16/2008,mobile,1111,75.59,43.357629,52.8434912,402,53
purchase,9/27/2011,desktop,3276,211.74,23.1343601,-82.3533266,818,92
view,9/28/2024,desktop,1518,699.28,1.4748305,124.8420794,841,72
click,7/23/2013,mobile,1648,429.82,25.797931,110.011238,212,60
interaction,3/10/2007,desktop,1295,672.57,15.7326916,120.4346499,613,4
click,1/27/2006,tablet,760,525.48,-26.7376205,-49.1743626,994,28
interaction,9/10/2023,mobile,1579,403.28,31.938731,113.165197,956,61
interaction,9/15/2014,desktop,194,905.23,31.7394146,-106.4177672,422,87
purchase,11/12/2021,mobile,3561,218.09,41.0640026,25.6858475,149,40
view,10/3/2010,desktop,3433,755.93,40.561598,22.1857013,343,6
click,1/2/2025,mobile,3058,196.43,32.993106,97.008784,155,7
click,9/16/2003,mobile,2511,710.01,22.938069,112.987173,933,65
click,9/4/2020,desktop,3118,265.04,-38.7445218,-72.9482281,505,82
view,8/31/2017,mobile,2162,740.17,49.7873125,18.6675302,915,37
view,8/21/2002,mobile,1685,986.35,28.953503,116.822083,515,52
interaction,12/31/2009,mobile,145,595.3,19.88374,109.745545,445,100
purchase,5/12/2019,tablet,2457,335.23,26.489902,113.772655,227,36
view,4/11/2004,desktop,939,590.83,49.9287189,15.4598339,64,36
purchase,9/30/2011,mobile,1580,715.37,28.9141178,120.0531443,112,84
purchase,4/23/2008,desktop,1539,756.39,-6.9947862,109.6341727,482,39
purchase,11/20/2004,mobile,832,131.65,2.582523,-75.4498009,932,42
interaction,2/2/2012,tablet,1040,922.98,9.852371,-83.6143148,975,83
view,11/29/2001,desktop,1198,387.11,12.565,9.95729,372,52
interaction,3/31/2010,mobile,2156,233.99,16.4267638,103.1048449,828,65
view,6/13/2014,desktop,1996,864.45,61.063264,42.0892601,665,20
purchase,7/25/2003,mobile,539,379.12,11.8334463,-86.1662742,426,99
click,1/13/2013,tablet,2766,850.31,40.4967133,49.8797117,604,27
view,4/4/2024,tablet,1605,18.51,-7.7177,114.0741,713,67
click,9/29/2022,desktop,1381,282.38,25.2284355,61.8951809,794,91
purchase,7/22/2010,desktop,801,42.1,17.531858,121.148087,273,86
view,6/26/2015,mobile,2579,39.56,38.111851,-7.2176902,361,98
purchase,5/11/2003,desktop,3026,184.8,54.3494655,38.2582586,439,17
purchase,3/1/2008,mobile,3137,628.39,49.7709133,17.1214423,956,11
purchase,2/17/2016,tablet,1282,188.34,-41.748446,171.596443,565,12
purchase,1/15/2012,desktop,877,336.82,3.7015971,8.9100475,856,34
purchase,4/23/2001,mobile,3115,543.24,-7.7546695,112.1877315,936,67
view,12/16/2002,mobile,486,17.33,28.09544,109.177104,880,80
view,3/7/2000,mobile,657,150.84,51.5244042,5.7576526,76,7
view,3/26/2008,mobile,3000,275.92,38.26667,21.83333,411,67
purchase,6/25/2015,mobile,2067,749.87,57.7230291,11.9323841,82,47
click,8/21/2009,tablet,2257,132.7,43.363668,88.311099,784,50
purchase,12/28/2001,tablet,1700,515.45,45.674028,38.856404,882,33
interaction,1/16/2004,desktop,2864,729.15,-6.9757055,111.8270486,926,55
view,3/19/2010,mobile,1627,299.7,27.768996,112.792138,214,33
purchase,12/13/2022,mobile,1799,794.01,-7.5231833,-77.9710098,745,18
interaction,3/15/2001,tablet,423,635.96,33.1176647,46.1732912,223,38
view,10/19/2012,tablet,1625,48.33,3.2515532,19.7770261,837,4
purchase,3/10/2001,tablet,896,132.97,10.1901874,-71.1448516,935,7
purchase,10/14/2025,mobile,464,212.54,41.107701,21.3788215,488,63
interaction,8/31/2014,mobile,2623,113.42,65.1474586,-13.6711979,953,17
purchase,9/27/2011,tablet,1060,430.94,38.838392,99.617119,827,67
click,3/23/2013,desktop,932,23.27,33.8088596,35.6599267,154,90
interaction,4/24/2000,mobile,1854,49.73,43.8317876,4.3686291,363,87
view,10/9/2022,tablet,3427,586.97,-33.3077816,-66.328463,116,46
interaction,8/17/2006,tablet,195,978.29,42.2685369,86.8680361,25,19
purchase,5/4/2003,desktop,1741,221.13,50.5904776,30.4831983,615,48
interaction,1/8/2005,tablet,54,489.27,14.4409724,120.9950071,197,76
purchase,5/20/2019,tablet,1357,675.41,52.5010192,48.0923303,55,98
click,5/1/2021,tablet,1564,438.97,48.2595628,24.3450737,234,73
click,9/6/2021,tablet,219,377.86,38.8179787,-9.3854336,6,40
purchase,8/9/2005,desktop,1908,968.04,30.798775,121.33638,931,49
purchase,7/14/2025,tablet,2323,861.97,31.8974232,54.3568562,199,54
purchase,12/25/2002,desktop,661,298.71,49.41894,31.25865,919,30
purchase,7/17/2014,mobile,3528,580.25,27.6112399,-81.6621917,480,29
view,2/12/2005,tablet,340,857.59,13.5122699,-88.3506468,179,67
interaction,6/3/2005,desktop,3367,607.92,31.848896,35.159029,165,56
interaction,8/3/2000,tablet,1103,148.09,50.5860203,27.6363775,735,92
view,7/28/2014,desktop,374,759.71,27.58237,110.897275,839,28
purchase,3/18/2003,tablet,2356,65.78,14.5508865,121.0075554,263,16
view,3/8/2000,mobile,1809,36.47,34.9406968,127.6958882,18,16
purchase,2/19/2021,desktop,2310,201.28,-19.7473748,-47.9391625,478,85
click,5/13/2013,mobile,2887,843.34,23.7247599,108.8076195,251,36
interaction,12/27/2004,tablet,2746,850.68,48.9089753,2.3011787,235,16
view,12/11/2014,desktop,2361,835.64,49.3883262,17.0710865,743,28
click,12/17/2020,tablet,1023,544.71,5.1088508,97.5788975,856,96
click,6/19/2000,mobile,3368,167.95,32.647371,35.421551,339,93
click,2/21/2021,tablet,2493,262.17,-7.6247732,110.2951364,664,77
click,5/28/2020,desktop,1574,519.33,13.816667,-5.35,719,68
click,2/1/2018,mobile,2314,17.55,54.8095591,38.2516419,887,50
interaction,3/24/2001,mobile,935,760.38,9.4655111,105.8994956,852,57
view,7/12/2017,tablet,1804,660.47,57.5637205,48.7739491,277,12
click,10/14/2000,mobile,3027,337.11,-34.007765,24.7371099,811,75
click,2/24/2015,desktop,531,28.06,46.6908888,-71.7146783,744,31
interaction,12/8/2009,mobile,3424,295.68,-33.0482707,-71.4408752,197,24
interaction,7/6/2008,desktop,839,516.85,29.8626871,71.3099509,586,35
view,7/6/2016,mobile,1107,802.24,13.8263447,-89.270477,950,12
click,12/21/2006,mobile,548,250.77,18.2855395,99.5127895,296,96
interaction,10/30/2007,tablet,2252,520.82,38.3341493,-8.0038406,126,92
click,3/26/2012,tablet,2800,862.28,63.8277884,20.2655577,971,34
purchase,3/1/2000,tablet,611,812.52,34.9528346,139.0943433,817,86
click,4/12/2020,mobile,434,894.76,-19.7809492,-63.1973233,375,86
view,5/2/2008,tablet,94,404.18,40.1929685,-74.6502902,408,87
interaction,4/10/2015,desktop,2647,706.6,47.6949791,28.9654659,411,63
click,5/17/2014,desktop,2473,871.26,40.6287684,23.2115394,340,7
view,8/3/2010,mobile,3555,121.05,46.089148,85.693742,211,29
click,10/7/2024,tablet,1198,251.92,56.969664,23.15319,862,59
interaction,9/19/2009,tablet,692,809.03,48.851792,123.810261,249,2
interaction,2/5/2018,desktop,239,38.99,56.42,53.767778,283,78
purchase,12/20/2015,tablet,837,937.74,-33.8117747,25.3844968,515,7
purchase,9/14/2021,mobile,3514,956.15,19.88374,109.745545,273,54
purchase,6/19/2001,desktop,3146,142.2,-3.3200228,114.9991464,856,73
interaction,12/8/2022,mobile,177,889.65,38.3957888,-7.716271,133,81
interaction,4/7/2003,tablet,2469,54.11,27.324479,120.216978,69,45
click,10/13/2024,desktop,288,298.12,-7.0510263,111.8330106,540,64
purchase,12/1/2001,tablet,3508,377.55,3.1822988,116.5314935,336,78
click,7/29/2005,tablet,2807,61.63,32.7128968,36.5662858,530,95
view,4/22/2023,mobile,142,540.25,-19.1097385,-51.736543,682,67
